OCCURRED_ON_DATE,0_2,0_3,0_4,0_6,0_7,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_12,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_6,6_7,6_8,6_9,7_9,8_7
2015-08-28,1.0,2.0,,2.0,2.0,,1.0,,4.0,,1.0,2.0,7.0,,3.0,4.0,3.0,3.0,4.0,5.0,,,3.0,11.0,6.0,15.0,19.0,8.0,,,,8.0,14.0,18.0,17.0,26.0,7.0,,,,,15.0,5.0,10.0,,,,,1.0,3.0,,
2015-08-29,1.0,,2.0,,3.0,,,1.0,3.0,,,3.0,11.0,,1.0,4.0,2.0,2.0,4.0,1.0,,,1.0,9.0,26.0,23.0,19.0,3.0,,,,6.0,27.0,22.0,10.0,23.0,7.0,,,2.0,1.0,5.0,7.0,13.0,,,,,,1.0,,
2015-08-30,,2.0,1.0,1.0,1.0,,,,3.0,3.0,,4.0,9.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,,3.0,8.0,7.0,13.0,20.0,11.0,,,,9.0,22.0,18.0,13.0,16.0,8.0,1.0,2.0,,1.0,8.0,5.0,11.0,2.0,,,,,4.0,,
2015-08-31,,,1.0,1.0,4.0,,,1.0,3.0,1.0,,5.0,19.0,,,6.0,1.0,4.0,4.0,3.0,2.0,,2.0,11.0,11.0,11.0,19.0,13.0,,1.0,,5.0,15.0,19.0,22.0,34.0,11.0,,1.0,1.0,1.0,5.0,5.0,15.0,1.0,,,,,1.0,,
2015-09-01,2.0,6.0,4.0,1.0,4.0,,3.0,1.0,2.0,,,2.0,9.0,,,3.0,6.0,2.0,8.0,2.0,1.0,,4.0,10.0,6.0,16.0,19.0,13.0,,,,7.0,16.0,14.0,27.0,42.0,9.0,1.0,1.0,1.0,1.0,9.0,,11.0,,,,,1.0,1.0,,
2015-09-02,1.0,3.0,,,,,,1.0,6.0,,,2.0,11.0,1.0,1.0,7.0,4.0,2.0,2.0,4.0,3.0,1.0,5.0,14.0,3.0,15.0,24.0,12.0,,,,12.0,16.0,16.0,22.0,23.0,9.0,,1.0,3.0,1.0,8.0,2.0,14.0,3.0,,,,,1.0,,
2015-09-03,1.0,2.0,,,1.0,,1.0,,5.0,,,1.0,9.0,,,2.0,2.0,1.0,3.0,5.0,1.0,,2.0,14.0,8.0,12.0,19.0,9.0,,1.0,,6.0,20.0,22.0,21.0,27.0,9.0,1.0,1.0,3.0,1.0,4.0,,9.0,2.0,,1.0,,,3.0,,
2015-09-04,5.0,,,1.0,2.0,,1.0,,4.0,2.0,,1.0,14.0,,,1.0,6.0,8.0,4.0,4.0,,,4.0,14.0,11.0,15.0,21.0,8.0,,,,4.0,20.0,12.0,13.0,39.0,8.0,,,1.0,2.0,8.0,6.0,9.0,1.0,,1.0,,,,,
2015-09-05,2.0,1.0,2.0,1.0,1.0,,,4.0,1.0,,,2.0,11.0,,,4.0,5.0,5.0,4.0,4.0,,,2.0,11.0,13.0,8.0,23.0,9.0,,,,11.0,15.0,6.0,7.0,31.0,7.0,,3.0,,2.0,4.0,3.0,4.0,,,,,,1.0,,
2015-09-06,,1.0,,1.0,1.0,,,1.0,3.0,,1.0,3.0,9.0,,,4.0,1.0,7.0,1.0,6.0,1.0,,2.0,9.0,9.0,19.0,14.0,10.0,,,,6.0,19.0,11.0,9.0,25.0,5.0,,2.0,1.0,1.0,1.0,6.0,4.0,,,,,,2.0,,
2015-09-07,4.0,1.0,,,3.0,2.0,1.0,2.0,3.0,,,3.0,6.0,1.0,,5.0,5.0,7.0,3.0,6.0,2.0,,1.0,12.0,15.0,13.0,11.0,6.0,,,,6.0,17.0,12.0,5.0,27.0,5.0,,1.0,,2.0,1.0,3.0,11.0,1.0,,,,,2.0,,
2015-09-08,4.0,,,1.0,3.0,,2.0,1.0,,,,,11.0,1.0,,5.0,2.0,4.0,4.0,,4.0,1.0,2.0,13.0,3.0,17.0,22.0,10.0,,,,8.0,24.0,18.0,30.0,23.0,8.0,,2.0,2.0,1.0,3.0,3.0,7.0,1.0,,,,,8.0,,
2015-09-09,1.0,3.0,,1.0,2.0,,1.0,1.0,2.0,,,4.0,10.0,1.0,1.0,3.0,4.0,7.0,10.0,3.0,,,3.0,17.0,10.0,13.0,17.0,12.0,,,,11.0,26.0,21.0,19.0,26.0,2.0,1.0,5.0,,1.0,7.0,3.0,11.0,1.0,,,,,2.0,,
2015-09-10,,1.0,5.0,2.0,,,,,5.0,2.0,,2.0,8.0,,3.0,,6.0,7.0,2.0,3.0,4.0,,3.0,10.0,12.0,14.0,17.0,7.0,,,,4.0,14.0,17.0,17.0,39.0,7.0,,,5.0,1.0,7.0,2.0,11.0,,,,,2.0,2.0,,
2015-09-11,,,,,1.0,,,,2.0,,,1.0,11.0,,,5.0,3.0,8.0,5.0,6.0,,,1.0,4.0,11.0,25.0,16.0,10.0,,,,7.0,10.0,13.0,15.0,40.0,4.0,,1.0,5.0,2.0,11.0,1.0,6.0,1.0,,,,1.0,,,
2015-09-12,,3.0,,2.0,2.0,,,1.0,4.0,3.0,,3.0,4.0,1.0,,6.0,6.0,2.0,5.0,5.0,,,3.0,10.0,7.0,30.0,22.0,8.0,,,,3.0,21.0,22.0,16.0,23.0,8.0,,3.0,2.0,,10.0,3.0,15.0,2.0,,,,1.0,1.0,,
2015-09-13,,3.0,,,,,1.0,,1.0,2.0,,3.0,8.0,,,9.0,6.0,2.0,4.0,4.0,3.0,,4.0,2.0,3.0,22.0,11.0,10.0,,,,7.0,16.0,20.0,18.0,22.0,7.0,1.0,1.0,,1.0,6.0,1.0,2.0,,,,,3.0,1.0,2.0,
2015-09-14,,3.0,,,,,1.0,1.0,4.0,,,1.0,12.0,,,2.0,,4.0,5.0,2.0,,,1.0,12.0,4.0,13.0,17.0,6.0,,,,10.0,17.0,26.0,24.0,31.0,6.0,1.0,,3.0,,3.0,2.0,7.0,4.0,,1.0,,,5.0,,
2015-09-15,3.0,,,,,,1.0,,2.0,,,2.0,15.0,,1.0,4.0,3.0,1.0,4.0,7.0,,1.0,1.0,12.0,8.0,17.0,31.0,7.0,,,,14.0,32.0,14.0,18.0,34.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,,,1.0,,,,1.0,
2015-09-16,1.0,3.0,,,2.0,,,3.0,2.0,,,,4.0,,2.0,1.0,5.0,3.0,4.0,5.0,3.0,,5.0,5.0,6.0,14.0,12.0,9.0,,,,18.0,17.0,23.0,31.0,29.0,7.0,,,,1.0,7.0,,10.0,,,1.0,,,2.0,,
2015-09-17,3.0,,,1.0,3.0,,1.0,,3.0,1.0,,4.0,12.0,,,3.0,3.0,3.0,5.0,5.0,1.0,,4.0,8.0,6.0,17.0,24.0,10.0,,,,14.0,18.0,20.0,25.0,31.0,9.0,,1.0,2.0,1.0,5.0,1.0,6.0,,,,,,1.0,,
2015-09-18,,1.0,1.0,4.0,6.0,,,,6.0,1.0,,,11.0,,1.0,4.0,1.0,4.0,9.0,6.0,3.0,,2.0,11.0,4.0,19.0,29.0,3.0,,,,3.0,16.0,28.0,12.0,22.0,6.0,1.0,1.0,,,15.0,7.0,14.0,,,,,1.0,1.0,,
2015-09-19,1.0,3.0,,,2.0,,4.0,,2.0,,,2.0,11.0,,3.0,6.0,4.0,3.0,4.0,12.0,,,4.0,11.0,13.0,19.0,27.0,15.0,,2.0,,7.0,17.0,27.0,7.0,30.0,4.0,3.0,2.0,,,9.0,3.0,12.0,,,,,,3.0,,
2015-09-20,,,,,2.0,,,1.0,1.0,,,1.0,12.0,,1.0,8.0,5.0,4.0,7.0,2.0,3.0,,,16.0,5.0,8.0,31.0,5.0,,,,9.0,21.0,17.0,14.0,28.0,7.0,1.0,1.0,1.0,1.0,17.0,3.0,3.0,2.0,,,,,3.0,,
2015-09-21,1.0,5.0,1.0,,1.0,,1.0,2.0,5.0,,,1.0,4.0,,2.0,2.0,3.0,6.0,8.0,2.0,2.0,,3.0,10.0,8.0,23.0,12.0,10.0,,,,12.0,27.0,32.0,18.0,29.0,3.0,,1.0,,1.0,8.0,1.0,10.0,1.0,,,,1.0,2.0,,
2015-09-22,7.0,1.0,1.0,,2.0,,1.0,6.0,5.0,,,1.0,7.0,,2.0,4.0,3.0,3.0,9.0,1.0,,,,11.0,5.0,12.0,15.0,8.0,,,,9.0,20.0,18.0,21.0,34.0,9.0,,2.0,,1.0,6.0,3.0,8.0,,,,,,1.0,,
2015-09-23,,2.0,1.0,,5.0,,1.0,1.0,6.0,,,2.0,9.0,1.0,4.0,4.0,,3.0,2.0,5.0,,,4.0,14.0,10.0,18.0,21.0,9.0,,,,9.0,16.0,18.0,24.0,32.0,5.0,,1.0,1.0,3.0,3.0,1.0,4.0,1.0,,1.0,,,1.0,,
2015-09-24,2.0,1.0,,,3.0,,1.0,1.0,3.0,1.0,,1.0,12.0,,,3.0,4.0,3.0,7.0,4.0,3.0,,,12.0,6.0,10.0,24.0,3.0,,,,7.0,17.0,18.0,21.0,37.0,9.0,,2.0,2.0,2.0,4.0,,13.0,,,,,,3.0,2.0,
2015-09-25,,2.0,,1.0,3.0,,1.0,,2.0,,,,13.0,,3.0,11.0,12.0,6.0,7.0,5.0,2.0,,2.0,14.0,8.0,30.0,15.0,11.0,,,,10.0,18.0,15.0,17.0,38.0,4.0,,,2.0,,9.0,5.0,10.0,,,1.0,,1.0,5.0,,
2015-09-26,1.0,1.0,,1.0,1.0,,,1.0,,,,6.0,6.0,1.0,2.0,3.0,3.0,1.0,2.0,7.0,4.0,,2.0,11.0,6.0,8.0,29.0,12.0,,,,6.0,12.0,20.0,12.0,34.0,8.0,1.0,,4.0,,9.0,8.0,9.0,,,,,,1.0,,
2015-09-27,,,,2.0,3.0,,,2.0,4.0,,,3.0,23.0,,1.0,1.0,5.0,4.0,5.0,3.0,,,1.0,8.0,2.0,12.0,19.0,14.0,,,,4.0,20.0,17.0,18.0,30.0,11.0,,,,,4.0,1.0,6.0,,,,,,2.0,,
2015-09-28,4.0,3.0,1.0,,2.0,,3.0,,4.0,,,2.0,6.0,,1.0,7.0,3.0,,4.0,4.0,2.0,,1.0,8.0,7.0,13.0,9.0,6.0,,,,8.0,23.0,17.0,21.0,30.0,17.0,3.0,,,3.0,9.0,1.0,8.0,,,,,,1.0,,
2015-09-29,1.0,3.0,,2.0,4.0,,1.0,1.0,5.0,,,,9.0,,1.0,5.0,3.0,12.0,,10.0,4.0,,,6.0,13.0,12.0,13.0,8.0,,,,6.0,16.0,22.0,17.0,27.0,10.0,,,1.0,1.0,4.0,2.0,7.0,2.0,,,,,,2.0,
2015-09-30,,1.0,,,4.0,,,2.0,2.0,,,3.0,8.0,2.0,1.0,9.0,7.0,2.0,1.0,1.0,1.0,,1.0,7.0,7.0,13.0,22.0,2.0,,,,3.0,9.0,20.0,11.0,17.0,7.0,1.0,2.0,2.0,,6.0,1.0,6.0,,,,,1.0,1.0,,
2015-10-01,1.0,2.0,,2.0,2.0,,1.0,,6.0,,,1.0,9.0,,1.0,6.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,6.0,7.0,10.0,11.0,7.0,,,,12.0,19.0,12.0,16.0,28.0,6.0,,,2.0,2.0,5.0,1.0,12.0,,,,,,3.0,1.0,
2015-10-02,1.0,1.0,,3.0,3.0,,,,9.0,3.0,,2.0,14.0,,2.0,4.0,7.0,1.0,6.0,5.0,2.0,,2.0,15.0,13.0,19.0,17.0,9.0,,,,14.0,13.0,18.0,22.0,24.0,5.0,2.0,1.0,,,5.0,6.0,11.0,,,,,1.0,2.0,,
2015-10-03,,1.0,,,1.0,,,,6.0,2.0,,1.0,8.0,1.0,1.0,9.0,1.0,2.0,3.0,3.0,1.0,,,11.0,13.0,14.0,21.0,6.0,,,,4.0,34.0,15.0,9.0,29.0,6.0,,,,1.0,5.0,2.0,7.0,2.0,,1.0,,,,,
2015-10-04,,1.0,1.0,,2.0,,1.0,1.0,3.0,1.0,,1.0,12.0,,,2.0,3.0,1.0,5.0,4.0,1.0,1.0,2.0,11.0,7.0,19.0,9.0,6.0,,,,5.0,16.0,13.0,11.0,23.0,3.0,1.0,1.0,,2.0,9.0,3.0,7.0,1.0,,,,,4.0,,
2015-10-05,,3.0,,1.0,1.0,,1.0,3.0,3.0,1.0,,,6.0,,1.0,4.0,5.0,4.0,,2.0,2.0,,,14.0,7.0,10.0,24.0,8.0,,,,3.0,11.0,24.0,19.0,33.0,2.0,,,5.0,1.0,6.0,1.0,9.0,,,1.0,,,,,
2015-10-06,2.0,3.0,,1.0,1.0,,1.0,1.0,6.0,,,,13.0,,3.0,6.0,3.0,2.0,8.0,3.0,3.0,,1.0,20.0,10.0,15.0,21.0,8.0,,,,11.0,19.0,20.0,12.0,20.0,6.0,,1.0,3.0,2.0,6.0,1.0,6.0,,,,,,3.0,,
2015-10-07,1.0,2.0,,1.0,1.0,,,1.0,2.0,,,1.0,6.0,,2.0,2.0,3.0,5.0,12.0,5.0,4.0,,,9.0,9.0,20.0,19.0,5.0,,,,14.0,16.0,17.0,27.0,36.0,7.0,1.0,,2.0,6.0,16.0,,10.0,1.0,,,,,3.0,,
2015-10-08,1.0,,,,2.0,,1.0,2.0,,,,2.0,7.0,,1.0,9.0,6.0,6.0,6.0,,1.0,,3.0,10.0,9.0,24.0,21.0,9.0,,,,4.0,21.0,20.0,10.0,41.0,7.0,,,2.0,,13.0,3.0,5.0,,,,,1.0,2.0,,
2015-10-09,,2.0,,,3.0,,1.0,,,,,2.0,7.0,,2.0,6.0,4.0,3.0,,3.0,2.0,,,11.0,8.0,12.0,23.0,7.0,,,,9.0,24.0,14.0,16.0,45.0,6.0,,5.0,4.0,1.0,6.0,2.0,7.0,1.0,,1.0,,1.0,3.0,,
2015-10-10,,,,,1.0,,3.0,,2.0,2.0,,1.0,9.0,,,3.0,6.0,4.0,4.0,4.0,,1.0,3.0,9.0,13.0,14.0,18.0,5.0,,1.0,,11.0,19.0,12.0,10.0,33.0,4.0,,,,2.0,3.0,2.0,8.0,,,,,1.0,1.0,,
2015-10-11,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,4.0,14.0,,,6.0,,2.0,3.0,5.0,,,2.0,17.0,18.0,19.0,14.0,12.0,,,,6.0,15.0,15.0,8.0,33.0,4.0,2.0,2.0,2.0,,6.0,2.0,5.0,,,,,1.0,4.0,,
2015-10-12,4.0,2.0,,,1.0,,,,1.0,,,3.0,3.0,,,9.0,6.0,2.0,3.0,1.0,6.0,,3.0,7.0,8.0,9.0,12.0,8.0,,,,7.0,12.0,11.0,21.0,33.0,6.0,,2.0,1.0,1.0,6.0,3.0,10.0,,,,,,,1.0,
2015-10-13,,,,3.0,1.0,,1.0,2.0,4.0,,,1.0,8.0,1.0,3.0,5.0,6.0,3.0,7.0,4.0,1.0,,2.0,13.0,9.0,16.0,11.0,11.0,,,,5.0,17.0,24.0,20.0,33.0,2.0,,1.0,,1.0,11.0,2.0,9.0,3.0,,,,,2.0,,
2015-10-14,,1.0,,1.0,4.0,,4.0,5.0,5.0,,,2.0,5.0,1.0,2.0,17.0,1.0,1.0,4.0,5.0,1.0,,3.0,12.0,8.0,25.0,16.0,2.0,,,,7.0,22.0,22.0,16.0,28.0,3.0,,1.0,1.0,5.0,3.0,3.0,14.0,1.0,,,,,3.0,,
2015-10-15,1.0,1.0,,,,,4.0,1.0,5.0,1.0,1.0,1.0,5.0,,,4.0,3.0,1.0,3.0,3.0,3.0,,2.0,11.0,14.0,15.0,17.0,13.0,,,,8.0,13.0,27.0,17.0,32.0,6.0,,2.0,1.0,1.0,8.0,2.0,5.0,1.0,,1.0,,1.0,,,
2015-10-16,,2.0,,,2.0,,4.0,6.0,2.0,,,2.0,9.0,,2.0,5.0,5.0,9.0,4.0,,3.0,,1.0,11.0,11.0,18.0,36.0,16.0,,1.0,,8.0,13.0,19.0,13.0,39.0,11.0,2.0,,,,6.0,3.0,9.0,1.0,,,,2.0,,1.0,
2015-10-17,,,,1.0,,,1.0,,5.0,,,3.0,7.0,1.0,1.0,3.0,2.0,2.0,3.0,7.0,2.0,,1.0,5.0,9.0,11.0,18.0,5.0,,,,7.0,19.0,16.0,15.0,31.0,8.0,1.0,,,2.0,5.0,4.0,6.0,,,1.0,,,3.0,2.0,
2015-10-18,1.0,1.0,,,1.0,,1.0,2.0,,,,,3.0,,,2.0,3.0,,3.0,3.0,2.0,,2.0,6.0,5.0,12.0,24.0,12.0,,,,5.0,12.0,14.0,15.0,20.0,5.0,,,2.0,2.0,,2.0,11.0,1.0,,,,,4.0,,
2015-10-19,,1.0,,1.0,5.0,,1.0,1.0,4.0,,1.0,,8.0,,,8.0,1.0,,3.0,1.0,1.0,1.0,1.0,8.0,9.0,16.0,10.0,5.0,,,,5.0,12.0,21.0,14.0,35.0,5.0,,,1.0,3.0,11.0,5.0,7.0,,,,,,2.0,,
2015-10-20,1.0,5.0,,,1.0,,4.0,1.0,,,,1.0,10.0,,1.0,5.0,2.0,4.0,8.0,4.0,2.0,,2.0,10.0,16.0,12.0,10.0,6.0,,,,6.0,18.0,19.0,17.0,28.0,9.0,1.0,1.0,1.0,9.0,6.0,2.0,7.0,1.0,,,,,2.0,,
2015-10-21,1.0,3.0,,,1.0,,1.0,2.0,3.0,1.0,,1.0,9.0,,1.0,1.0,1.0,5.0,5.0,2.0,2.0,,2.0,9.0,12.0,18.0,18.0,15.0,,1.0,,6.0,27.0,19.0,27.0,27.0,8.0,1.0,1.0,3.0,6.0,6.0,2.0,9.0,,,,,,1.0,,
2015-10-22,1.0,4.0,1.0,1.0,1.0,,4.0,,3.0,,,2.0,12.0,,1.0,2.0,3.0,3.0,3.0,2.0,2.0,,,7.0,6.0,21.0,20.0,5.0,,,,11.0,28.0,20.0,18.0,28.0,3.0,,,,,7.0,,10.0,,,,,,1.0,1.0,
2015-10-23,2.0,3.0,1.0,1.0,1.0,,4.0,2.0,5.0,1.0,,2.0,9.0,,3.0,5.0,3.0,2.0,4.0,7.0,1.0,,9.0,5.0,6.0,19.0,17.0,11.0,,,,7.0,24.0,32.0,12.0,42.0,10.0,1.0,,,2.0,5.0,2.0,12.0,,,,,,3.0,,
2015-10-24,2.0,1.0,,,,,1.0,1.0,6.0,1.0,,,14.0,,1.0,1.0,4.0,3.0,3.0,2.0,1.0,,1.0,10.0,7.0,17.0,19.0,5.0,,,,6.0,13.0,10.0,16.0,27.0,5.0,,,,,6.0,3.0,9.0,,,,,,,1.0,
2015-10-25,1.0,2.0,,,7.0,,,1.0,,1.0,,1.0,9.0,1.0,,3.0,5.0,1.0,6.0,2.0,,,,12.0,11.0,13.0,11.0,11.0,,,,6.0,14.0,17.0,12.0,30.0,9.0,,,,2.0,4.0,1.0,5.0,1.0,,1.0,,1.0,3.0,,
2015-10-26,,4.0,,1.0,4.0,,,1.0,8.0,,1.0,,7.0,,4.0,7.0,4.0,4.0,4.0,3.0,,,2.0,10.0,8.0,18.0,18.0,5.0,,,,6.0,12.0,20.0,11.0,21.0,8.0,,1.0,2.0,1.0,6.0,,7.0,,,2.0,,,4.0,,
2015-10-27,1.0,1.0,2.0,,,,3.0,,1.0,3.0,,,11.0,,1.0,6.0,2.0,3.0,8.0,,5.0,,4.0,7.0,6.0,17.0,24.0,13.0,,,,7.0,11.0,25.0,17.0,17.0,6.0,1.0,1.0,,,4.0,3.0,8.0,1.0,,2.0,,,4.0,,
2015-10-28,,1.0,1.0,1.0,3.0,,1.0,4.0,1.0,,1.0,,8.0,,,6.0,7.0,10.0,2.0,4.0,2.0,,1.0,8.0,10.0,14.0,11.0,15.0,,,,2.0,19.0,15.0,8.0,21.0,10.0,,,3.0,2.0,8.0,2.0,8.0,,,2.0,,,1.0,2.0,
2015-10-29,3.0,1.0,1.0,1.0,5.0,,1.0,2.0,2.0,,,3.0,7.0,,1.0,6.0,4.0,1.0,6.0,5.0,,,,8.0,14.0,19.0,18.0,7.0,,1.0,,2.0,16.0,11.0,8.0,25.0,6.0,4.0,1.0,1.0,2.0,9.0,1.0,5.0,,,1.0,,,2.0,,
2015-10-30,1.0,2.0,2.0,2.0,4.0,,2.0,1.0,3.0,2.0,,6.0,7.0,,1.0,5.0,3.0,2.0,6.0,2.0,2.0,,1.0,8.0,7.0,12.0,23.0,12.0,,,,5.0,5.0,14.0,15.0,36.0,5.0,3.0,2.0,2.0,1.0,8.0,4.0,6.0,3.0,,,,,1.0,,
2015-10-31,1.0,,,4.0,1.0,,2.0,,5.0,4.0,,4.0,14.0,1.0,1.0,5.0,4.0,1.0,6.0,5.0,,,1.0,12.0,20.0,14.0,25.0,7.0,,,,9.0,14.0,17.0,19.0,23.0,6.0,,1.0,,1.0,9.0,2.0,6.0,4.0,,1.0,,2.0,5.0,1.0,
2015-11-01,2.0,2.0,2.0,1.0,3.0,,,,6.0,,,3.0,7.0,,2.0,7.0,7.0,7.0,6.0,3.0,2.0,,,16.0,10.0,18.0,20.0,7.0,,,,7.0,14.0,21.0,19.0,33.0,7.0,1.0,2.0,2.0,4.0,10.0,3.0,10.0,3.0,,1.0,,2.0,2.0,1.0,
2015-11-02,1.0,,,,2.0,,2.0,1.0,6.0,,,2.0,5.0,1.0,3.0,1.0,4.0,4.0,5.0,4.0,,,2.0,15.0,8.0,22.0,19.0,10.0,,,,4.0,12.0,20.0,22.0,25.0,6.0,1.0,2.0,1.0,4.0,6.0,1.0,14.0,,,,,,2.0,1.0,
2015-11-03,1.0,3.0,,1.0,1.0,,,2.0,2.0,,,,12.0,1.0,2.0,4.0,6.0,3.0,6.0,4.0,3.0,,2.0,13.0,15.0,10.0,20.0,8.0,,,,6.0,28.0,25.0,18.0,33.0,9.0,,1.0,3.0,1.0,10.0,1.0,4.0,2.0,,1.0,,1.0,2.0,3.0,
2015-11-04,1.0,1.0,,,2.0,,,2.0,2.0,,,1.0,4.0,,,7.0,4.0,3.0,5.0,3.0,4.0,,3.0,7.0,6.0,14.0,31.0,5.0,,,,8.0,16.0,20.0,29.0,39.0,11.0,,2.0,2.0,1.0,8.0,2.0,1.0,,,,,2.0,1.0,,
2015-11-05,,4.0,,,3.0,,2.0,,2.0,,,2.0,3.0,,,7.0,2.0,3.0,6.0,2.0,,1.0,1.0,10.0,3.0,24.0,20.0,8.0,,,,7.0,19.0,14.0,21.0,16.0,3.0,,1.0,3.0,1.0,7.0,2.0,14.0,,,1.0,,1.0,1.0,,
2015-11-06,,3.0,1.0,1.0,1.0,,2.0,,5.0,3.0,,2.0,8.0,,1.0,4.0,5.0,5.0,6.0,4.0,2.0,,2.0,12.0,8.0,17.0,19.0,7.0,,,,5.0,16.0,19.0,22.0,30.0,7.0,,,,4.0,7.0,1.0,17.0,,,,,2.0,,,
2015-11-07,,,,1.0,3.0,,2.0,2.0,2.0,,,2.0,9.0,,3.0,5.0,6.0,1.0,6.0,5.0,2.0,,1.0,15.0,10.0,10.0,13.0,16.0,,,,6.0,25.0,14.0,15.0,26.0,10.0,1.0,5.0,1.0,3.0,9.0,3.0,6.0,1.0,,,,,,,
2015-11-08,,,2.0,,1.0,,1.0,1.0,2.0,1.0,,1.0,11.0,,2.0,5.0,7.0,,4.0,4.0,,,2.0,8.0,13.0,7.0,14.0,13.0,,,,7.0,14.0,18.0,16.0,23.0,6.0,1.0,,1.0,4.0,7.0,2.0,7.0,,,,,,1.0,,
2015-11-09,,,,3.0,3.0,,2.0,2.0,1.0,,,,7.0,,,3.0,4.0,5.0,3.0,1.0,3.0,,7.0,10.0,12.0,24.0,20.0,18.0,,,,5.0,16.0,21.0,15.0,27.0,10.0,,1.0,,,12.0,1.0,5.0,,,,,1.0,2.0,,
2015-11-10,2.0,1.0,,,,,2.0,3.0,3.0,1.0,,2.0,8.0,,,3.0,5.0,5.0,6.0,2.0,1.0,,3.0,10.0,5.0,17.0,15.0,10.0,,,,4.0,17.0,17.0,23.0,31.0,3.0,,,,1.0,9.0,3.0,2.0,,,,,1.0,1.0,,
2015-11-11,4.0,,,,,,1.0,3.0,1.0,,,,4.0,,2.0,6.0,5.0,,8.0,4.0,1.0,,1.0,12.0,5.0,6.0,18.0,9.0,,,,7.0,17.0,11.0,14.0,29.0,7.0,1.0,,,,7.0,1.0,9.0,,,1.0,1.0,1.0,1.0,,
2015-11-12,2.0,1.0,,1.0,2.0,,2.0,1.0,6.0,,,,7.0,,2.0,2.0,4.0,7.0,4.0,1.0,,,5.0,16.0,10.0,17.0,21.0,11.0,,,,8.0,19.0,17.0,21.0,24.0,10.0,,1.0,1.0,2.0,7.0,3.0,8.0,3.0,,,,1.0,3.0,1.0,
2015-11-13,1.0,1.0,,1.0,,,2.0,,2.0,,,2.0,8.0,1.0,2.0,5.0,1.0,4.0,7.0,5.0,4.0,,6.0,17.0,8.0,13.0,15.0,14.0,,,,6.0,27.0,15.0,19.0,25.0,4.0,2.0,,1.0,1.0,3.0,5.0,5.0,,,,,,2.0,,
2015-11-14,1.0,2.0,1.0,,1.0,,2.0,2.0,4.0,1.0,,2.0,9.0,,,3.0,1.0,4.0,3.0,1.0,1.0,,1.0,7.0,7.0,13.0,25.0,13.0,,,,4.0,19.0,29.0,14.0,19.0,10.0,,1.0,3.0,,7.0,1.0,16.0,1.0,,1.0,,,2.0,,
2015-11-15,,,1.0,,,,1.0,1.0,2.0,,,1.0,5.0,,1.0,5.0,3.0,1.0,5.0,3.0,1.0,,2.0,12.0,14.0,16.0,4.0,9.0,,,,9.0,13.0,11.0,10.0,38.0,5.0,,3.0,,2.0,5.0,1.0,7.0,,,,,,,1.0,
2015-11-16,1.0,2.0,,1.0,3.0,,4.0,,3.0,,,2.0,7.0,1.0,3.0,9.0,5.0,1.0,3.0,4.0,4.0,,3.0,12.0,8.0,19.0,18.0,3.0,,,,11.0,16.0,26.0,10.0,19.0,10.0,,1.0,,1.0,6.0,,7.0,,,,,,1.0,,
2015-11-17,1.0,3.0,1.0,1.0,1.0,,,,6.0,,,,12.0,,,2.0,2.0,1.0,6.0,3.0,5.0,,2.0,7.0,10.0,10.0,20.0,6.0,,,,4.0,33.0,12.0,39.0,13.0,3.0,1.0,2.0,3.0,,4.0,2.0,7.0,,,,,,3.0,,
2015-11-18,1.0,2.0,1.0,,2.0,,1.0,,2.0,,1.0,1.0,6.0,,1.0,5.0,6.0,1.0,5.0,5.0,,,,11.0,15.0,21.0,11.0,5.0,,,,5.0,24.0,17.0,9.0,22.0,6.0,,3.0,4.0,1.0,2.0,4.0,5.0,1.0,,1.0,,,1.0,,
2015-11-19,,2.0,1.0,,1.0,,,1.0,,,,,10.0,,,8.0,1.0,4.0,5.0,8.0,3.0,,,15.0,7.0,13.0,27.0,7.0,,,,12.0,15.0,23.0,18.0,23.0,2.0,,,,,10.0,1.0,10.0,,,1.0,,,1.0,,
2015-11-20,,3.0,,,2.0,,4.0,,2.0,,,1.0,8.0,,3.0,6.0,6.0,5.0,11.0,4.0,2.0,,1.0,12.0,20.0,12.0,17.0,8.0,,,,10.0,22.0,14.0,28.0,35.0,8.0,1.0,2.0,2.0,2.0,5.0,2.0,9.0,1.0,,,,,4.0,1.0,
2015-11-21,2.0,1.0,,1.0,5.0,,1.0,2.0,3.0,1.0,,,6.0,,1.0,2.0,4.0,3.0,6.0,3.0,2.0,,1.0,12.0,6.0,17.0,15.0,16.0,,,,9.0,7.0,13.0,9.0,25.0,4.0,,1.0,1.0,2.0,9.0,5.0,5.0,1.0,,,,1.0,4.0,,
