OCCURRED_ON_DATE,0_2,0_3,0_4,0_6,0_7,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,4_12,4_3,4_4,4_5,4_6,4_7,4_8,4_9,5_3,5_4,5_5,5_6,5_7,5_8,5_9,6_0,6_6,6_7,6_8,6_9,7_9,8_7
2021-01-29,1.0,,,,1.0,,,1.0,4.0,,,,6.0,,,4.0,2.0,2.0,3.0,1.0,,,2.0,8.0,1.0,8.0,13.0,4.0,,,,3.0,13.0,14.0,9.0,11.0,5.0,,1.0,3.0,,6.0,2.0,5.0,1.0,,,,1.0,1.0,,
2021-01-30,,1.0,1.0,,,,,1.0,5.0,,,1.0,8.0,,2.0,4.0,5.0,1.0,2.0,1.0,1.0,,6.0,8.0,6.0,6.0,6.0,2.0,,,,2.0,10.0,7.0,13.0,10.0,4.0,1.0,,,2.0,3.0,2.0,5.0,,,,,,1.0,,
2021-01-31,,,1.0,,2.0,,1.0,2.0,2.0,,,,3.0,,,2.0,3.0,1.0,4.0,1.0,1.0,,1.0,13.0,5.0,10.0,4.0,1.0,,,,2.0,10.0,5.0,12.0,6.0,4.0,1.0,,,,3.0,,4.0,,,,,,1.0,,
2021-02-01,1.0,,,,3.0,,1.0,2.0,3.0,,,,5.0,,,9.0,4.0,1.0,2.0,,,,2.0,8.0,4.0,8.0,16.0,2.0,,,,6.0,13.0,8.0,15.0,12.0,6.0,,,,,6.0,,9.0,1.0,,,,1.0,,,
2021-02-02,1.0,,,1.0,,,1.0,2.0,3.0,,,,5.0,,,7.0,5.0,1.0,4.0,,1.0,,1.0,7.0,7.0,4.0,9.0,4.0,,,,2.0,13.0,5.0,16.0,15.0,3.0,,1.0,1.0,,1.0,,5.0,,,,,,,,
2021-02-03,,,,,,,,1.0,2.0,,,2.0,3.0,,,4.0,3.0,1.0,6.0,1.0,3.0,,1.0,16.0,3.0,7.0,8.0,6.0,,,,3.0,11.0,11.0,12.0,7.0,2.0,1.0,,,1.0,2.0,2.0,9.0,2.0,,,,,,,
2021-02-04,,1.0,,1.0,2.0,,,1.0,4.0,,,,5.0,,1.0,7.0,2.0,2.0,2.0,,1.0,,1.0,8.0,5.0,3.0,12.0,5.0,,1.0,,9.0,23.0,13.0,14.0,22.0,6.0,,,,1.0,1.0,3.0,3.0,,,,,2.0,2.0,,
2021-02-05,,1.0,,,1.0,,2.0,1.0,6.0,,,1.0,4.0,,,3.0,2.0,2.0,6.0,,,,2.0,13.0,8.0,7.0,11.0,3.0,,,,7.0,13.0,10.0,13.0,13.0,7.0,,,,,7.0,1.0,7.0,1.0,,,,,3.0,,
2021-02-06,,,1.0,,1.0,,,,2.0,,,1.0,9.0,,1.0,3.0,4.0,7.0,2.0,1.0,1.0,,1.0,7.0,1.0,9.0,7.0,6.0,,1.0,,4.0,16.0,5.0,15.0,13.0,6.0,,,1.0,,3.0,1.0,2.0,1.0,,,,1.0,1.0,,
2021-02-07,,2.0,,,2.0,,1.0,1.0,2.0,,,1.0,9.0,,1.0,3.0,2.0,6.0,7.0,1.0,,,,15.0,2.0,10.0,11.0,4.0,,,,2.0,8.0,9.0,13.0,6.0,5.0,1.0,,2.0,1.0,8.0,,4.0,,,,,2.0,,,
2021-02-08,,,,,2.0,,,,1.0,2.0,,1.0,5.0,,1.0,5.0,1.0,1.0,5.0,1.0,,,4.0,10.0,3.0,9.0,8.0,3.0,,,,8.0,10.0,10.0,15.0,3.0,3.0,1.0,,1.0,,5.0,1.0,5.0,1.0,,,,,2.0,1.0,
2021-02-09,,1.0,,,1.0,,1.0,,5.0,1.0,,,4.0,,1.0,3.0,,1.0,4.0,1.0,,,1.0,11.0,4.0,8.0,7.0,6.0,,,,5.0,16.0,10.0,11.0,9.0,2.0,,,,,2.0,1.0,3.0,2.0,,,,,,,
2021-02-10,1.0,1.0,,,1.0,,,1.0,3.0,,,2.0,4.0,,1.0,2.0,1.0,3.0,8.0,2.0,2.0,,,6.0,2.0,11.0,9.0,5.0,,,,2.0,16.0,2.0,10.0,18.0,8.0,,,2.0,,3.0,2.0,5.0,,,,,,,,
2021-02-11,,2.0,,,1.0,,,3.0,3.0,,,1.0,11.0,,1.0,4.0,,1.0,2.0,1.0,1.0,,2.0,9.0,4.0,10.0,13.0,3.0,,,,2.0,21.0,8.0,8.0,11.0,3.0,,,,,1.0,1.0,7.0,,,,,,,,
2021-02-12,,1.0,,,,,1.0,1.0,1.0,,,1.0,6.0,,1.0,4.0,1.0,2.0,5.0,4.0,2.0,,3.0,6.0,2.0,12.0,16.0,3.0,,,,4.0,16.0,14.0,19.0,12.0,8.0,,,,,2.0,1.0,5.0,,,,,,,,
2021-02-13,,,1.0,,1.0,,,,,1.0,,1.0,10.0,,,7.0,2.0,2.0,4.0,1.0,1.0,,3.0,12.0,6.0,5.0,17.0,8.0,,,,6.0,16.0,10.0,17.0,14.0,6.0,,,2.0,,4.0,1.0,8.0,,,,,2.0,1.0,1.0,
2021-02-14,,2.0,,,4.0,,1.0,,2.0,,,1.0,7.0,,,3.0,,1.0,4.0,,2.0,,1.0,9.0,4.0,7.0,6.0,2.0,,,,4.0,10.0,7.0,9.0,8.0,1.0,,1.0,,1.0,3.0,,3.0,,,,,,,,
2021-02-15,,,,2.0,2.0,,,1.0,2.0,1.0,,,6.0,,2.0,3.0,3.0,,4.0,1.0,,,,8.0,7.0,12.0,7.0,6.0,,,,5.0,16.0,10.0,14.0,9.0,2.0,1.0,,1.0,1.0,7.0,1.0,6.0,,,,,,1.0,,
2021-02-16,,,1.0,,1.0,,,1.0,5.0,,,,7.0,,1.0,5.0,2.0,2.0,3.0,1.0,1.0,,1.0,3.0,7.0,4.0,12.0,6.0,,,,2.0,15.0,9.0,18.0,6.0,4.0,1.0,1.0,,,4.0,1.0,5.0,,,,,,1.0,,
2021-02-17,,1.0,,1.0,,,,,3.0,,,2.0,7.0,,,3.0,3.0,2.0,4.0,2.0,,,2.0,3.0,9.0,7.0,14.0,,,,,5.0,16.0,3.0,14.0,11.0,2.0,,,2.0,,4.0,1.0,7.0,1.0,,,,,3.0,,
2021-02-18,,1.0,,,,,,,2.0,,,,4.0,,1.0,6.0,,2.0,7.0,1.0,,,1.0,4.0,7.0,9.0,7.0,5.0,,,,3.0,10.0,10.0,12.0,12.0,4.0,,,,,1.0,1.0,7.0,,,,,1.0,,,
2021-02-19,1.0,3.0,1.0,,,,,1.0,3.0,,,2.0,14.0,,2.0,3.0,1.0,,2.0,1.0,2.0,,1.0,6.0,5.0,6.0,5.0,5.0,,,,1.0,12.0,11.0,9.0,12.0,6.0,,,,,4.0,1.0,5.0,,,1.0,,2.0,,1.0,
2021-02-20,,2.0,,,1.0,,,,,,,,1.0,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,8.0,7.0,9.0,8.0,8.0,,,,5.0,16.0,11.0,10.0,10.0,5.0,1.0,,2.0,1.0,5.0,,5.0,,,,,,,,
2021-02-21,,1.0,1.0,,,,1.0,2.0,3.0,,,,6.0,,,3.0,2.0,,,1.0,,,,11.0,5.0,8.0,4.0,3.0,,,,1.0,18.0,8.0,11.0,7.0,4.0,1.0,,1.0,,3.0,1.0,7.0,,,,,,,1.0,
2021-02-22,,,,,,,,,1.0,,,1.0,4.0,,,5.0,1.0,,7.0,,,,,7.0,5.0,15.0,11.0,4.0,,,,1.0,19.0,14.0,17.0,12.0,2.0,,,,,1.0,,7.0,,,,,,,,
2021-02-23,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,4.0,,,5.0,3.0,4.0,,3.0,1.0,,2.0,7.0,6.0,8.0,5.0,5.0,,,,2.0,14.0,9.0,16.0,17.0,3.0,1.0,1.0,,1.0,,,8.0,,,,,,,,
2021-02-24,1.0,1.0,,1.0,1.0,,,,3.0,1.0,,1.0,10.0,,,4.0,3.0,1.0,8.0,,2.0,,2.0,11.0,4.0,8.0,15.0,4.0,,,,6.0,21.0,7.0,6.0,15.0,6.0,,,,1.0,2.0,3.0,4.0,,,,,,1.0,,
2021-02-25,1.0,1.0,,,,,,,7.0,1.0,,,9.0,,2.0,6.0,4.0,1.0,3.0,1.0,1.0,,,4.0,8.0,10.0,14.0,4.0,,,,2.0,16.0,9.0,17.0,14.0,4.0,,1.0,,,3.0,2.0,5.0,,,1.0,,,,,
2021-02-26,,3.0,1.0,1.0,1.0,,,1.0,4.0,,,,9.0,,2.0,1.0,,3.0,4.0,,1.0,,,8.0,4.0,8.0,14.0,2.0,,,,6.0,16.0,6.0,16.0,18.0,3.0,,,,1.0,2.0,1.0,9.0,,,,,1.0,2.0,1.0,
2021-02-27,1.0,,,,1.0,,,,6.0,,,,3.0,,,4.0,3.0,2.0,5.0,1.0,1.0,,,8.0,6.0,7.0,15.0,4.0,,,,6.0,18.0,10.0,12.0,15.0,6.0,,,2.0,,5.0,,4.0,,,,,,,,
2021-02-28,2.0,,,,2.0,,1.0,,1.0,,,1.0,5.0,,,3.0,2.0,1.0,6.0,2.0,,,,7.0,1.0,8.0,7.0,7.0,,,,2.0,13.0,6.0,13.0,15.0,5.0,2.0,,3.0,1.0,4.0,2.0,7.0,,,,,1.0,,,
2021-03-01,1.0,1.0,,,2.0,,,,2.0,,,1.0,8.0,1.0,3.0,11.0,,2.0,4.0,2.0,2.0,,,6.0,4.0,10.0,18.0,4.0,,,,1.0,13.0,9.0,24.0,16.0,3.0,,,,1.0,3.0,1.0,9.0,,,,,1.0,,,
2021-03-02,1.0,,,,,,,,5.0,2.0,,,17.0,,,2.0,,1.0,9.0,,2.0,,2.0,11.0,4.0,8.0,6.0,6.0,,,,2.0,19.0,6.0,8.0,11.0,3.0,,,,,2.0,2.0,1.0,,,,,,1.0,,
2021-03-03,2.0,1.0,,,1.0,,1.0,2.0,4.0,,,,8.0,,2.0,2.0,,,9.0,1.0,1.0,,1.0,6.0,3.0,8.0,15.0,5.0,,,,2.0,10.0,13.0,8.0,10.0,4.0,1.0,,,,1.0,2.0,5.0,,,,,1.0,2.0,,
2021-03-04,2.0,,,,,,1.0,1.0,1.0,2.0,,,5.0,,,5.0,,,5.0,2.0,1.0,,1.0,10.0,6.0,5.0,11.0,4.0,,,,4.0,10.0,9.0,21.0,13.0,6.0,,1.0,,,2.0,2.0,4.0,,,,,,1.0,,
2021-03-05,,,1.0,,1.0,,,1.0,2.0,,,1.0,3.0,,1.0,4.0,3.0,1.0,4.0,2.0,3.0,,2.0,13.0,5.0,11.0,11.0,11.0,,,,3.0,18.0,10.0,18.0,15.0,9.0,,,1.0,1.0,4.0,1.0,5.0,1.0,,,,,2.0,,
2021-03-06,1.0,,,,1.0,,,,2.0,,,2.0,3.0,,1.0,4.0,3.0,1.0,4.0,,1.0,,1.0,6.0,6.0,9.0,9.0,9.0,,,,1.0,9.0,11.0,9.0,16.0,3.0,,1.0,,,2.0,2.0,4.0,,,,,,3.0,,
2021-03-07,,1.0,,,,,,,1.0,,,,1.0,,,5.0,1.0,3.0,5.0,,2.0,,1.0,5.0,8.0,7.0,10.0,5.0,,,,1.0,13.0,13.0,9.0,15.0,4.0,,1.0,2.0,,4.0,2.0,5.0,,,,,,,,
2021-03-08,2.0,2.0,,,,,,5.0,6.0,,,3.0,10.0,,,7.0,1.0,1.0,2.0,,,,,3.0,2.0,5.0,14.0,10.0,,,,2.0,16.0,11.0,20.0,13.0,3.0,,1.0,,,,2.0,8.0,,,,,,1.0,,
2021-03-09,1.0,1.0,,,1.0,,,2.0,5.0,,,2.0,5.0,,,3.0,1.0,3.0,2.0,3.0,1.0,,2.0,8.0,8.0,8.0,6.0,6.0,,,,2.0,15.0,8.0,14.0,16.0,3.0,,,1.0,,4.0,2.0,4.0,1.0,,,1.0,,,,
2021-03-10,,,1.0,1.0,1.0,,2.0,1.0,7.0,,,1.0,12.0,,1.0,6.0,2.0,2.0,3.0,2.0,1.0,,1.0,9.0,5.0,8.0,11.0,4.0,,,,3.0,18.0,11.0,11.0,16.0,9.0,2.0,1.0,,,2.0,,4.0,1.0,,1.0,,,,1.0,
2021-03-11,,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,,6.0,,,8.0,4.0,1.0,3.0,1.0,,,1.0,15.0,9.0,7.0,8.0,8.0,,,,3.0,20.0,13.0,13.0,19.0,8.0,1.0,2.0,,,4.0,1.0,9.0,1.0,,,,1.0,,,
2021-03-12,,1.0,,1.0,,,,1.0,1.0,,,,13.0,,,3.0,1.0,1.0,4.0,1.0,,,3.0,9.0,3.0,14.0,9.0,7.0,,,,6.0,17.0,6.0,18.0,23.0,9.0,,,1.0,,1.0,,6.0,1.0,,,,,,,
2021-03-13,1.0,,,,,,,1.0,5.0,,1.0,2.0,4.0,,1.0,2.0,2.0,,6.0,1.0,1.0,,1.0,13.0,2.0,9.0,10.0,2.0,,,,4.0,18.0,15.0,19.0,20.0,4.0,1.0,,2.0,,10.0,2.0,5.0,,,,,,1.0,,
2021-03-14,,1.0,,,1.0,,,1.0,2.0,,,2.0,3.0,1.0,,2.0,,,3.0,,2.0,,2.0,9.0,5.0,5.0,5.0,8.0,,1.0,,,13.0,6.0,14.0,14.0,2.0,,,,,3.0,1.0,3.0,1.0,,,,,1.0,,
2021-03-15,1.0,1.0,,,,,1.0,2.0,4.0,1.0,,4.0,7.0,,,10.0,1.0,,3.0,,,,,3.0,3.0,11.0,10.0,3.0,,,,3.0,12.0,6.0,15.0,14.0,2.0,,1.0,,1.0,2.0,,5.0,,,,,,1.0,,
2021-03-16,1.0,,,,1.0,,,,4.0,1.0,,,10.0,1.0,2.0,7.0,2.0,,3.0,1.0,,,2.0,7.0,4.0,6.0,13.0,4.0,,,,1.0,20.0,4.0,19.0,14.0,4.0,,2.0,,,3.0,3.0,8.0,1.0,,,,,1.0,,
2021-03-17,,,,1.0,1.0,,3.0,,3.0,1.0,,2.0,4.0,,2.0,3.0,4.0,1.0,3.0,1.0,2.0,,,8.0,2.0,12.0,9.0,2.0,,,,3.0,16.0,8.0,23.0,23.0,4.0,,,,,3.0,2.0,5.0,,,,,,3.0,,
2021-03-18,,,,,,,1.0,,2.0,,,2.0,7.0,,1.0,6.0,1.0,1.0,5.0,,1.0,,2.0,2.0,2.0,5.0,7.0,3.0,,,,4.0,16.0,6.0,13.0,15.0,2.0,1.0,,1.0,,4.0,,2.0,,,,,,2.0,,
2021-03-19,,,1.0,1.0,1.0,,3.0,1.0,3.0,1.0,,,5.0,,2.0,7.0,1.0,3.0,4.0,3.0,2.0,,1.0,9.0,2.0,2.0,9.0,6.0,,,,2.0,22.0,8.0,14.0,15.0,5.0,,,1.0,,2.0,3.0,4.0,,,,,1.0,2.0,1.0,
2021-03-20,,,,,,,1.0,2.0,3.0,,,3.0,5.0,,,8.0,4.0,4.0,4.0,2.0,3.0,,1.0,10.0,,4.0,16.0,,,,,1.0,18.0,16.0,22.0,22.0,8.0,,,,,5.0,1.0,7.0,,,,,,1.0,,
2021-03-21,,2.0,,,,,1.0,,,1.0,,,8.0,,,2.0,4.0,1.0,2.0,2.0,1.0,,3.0,9.0,2.0,3.0,8.0,3.0,,,,3.0,10.0,11.0,14.0,23.0,1.0,,2.0,,,2.0,2.0,4.0,,,,,,,,
2021-03-22,,1.0,1.0,,1.0,,1.0,2.0,2.0,,,2.0,17.0,1.0,1.0,3.0,3.0,3.0,8.0,2.0,,,,9.0,8.0,6.0,12.0,6.0,,,,5.0,12.0,8.0,19.0,15.0,1.0,,,2.0,,6.0,3.0,6.0,,,1.0,,,,,
2021-03-23,,,1.0,,,,1.0,2.0,3.0,,,1.0,9.0,,1.0,9.0,3.0,,6.0,4.0,2.0,,1.0,6.0,1.0,10.0,12.0,7.0,,,,6.0,16.0,9.0,15.0,17.0,2.0,,,,,5.0,3.0,2.0,1.0,,,,,2.0,,
2021-03-24,,,,,2.0,,,,4.0,,,,4.0,,,7.0,1.0,,2.0,2.0,,,,6.0,7.0,12.0,7.0,5.0,,,,6.0,18.0,9.0,10.0,15.0,4.0,,1.0,,1.0,5.0,2.0,5.0,1.0,,,,,,,
2021-03-25,,1.0,,,1.0,,,,3.0,,,3.0,8.0,,1.0,9.0,3.0,3.0,3.0,2.0,,,3.0,8.0,5.0,7.0,7.0,6.0,,,,7.0,17.0,13.0,24.0,16.0,6.0,,,1.0,1.0,7.0,1.0,7.0,2.0,,,,,,,
2021-03-26,,2.0,,,2.0,1.0,1.0,,2.0,1.0,,2.0,8.0,,1.0,5.0,3.0,3.0,5.0,1.0,1.0,,,5.0,6.0,14.0,13.0,5.0,,,,7.0,16.0,12.0,19.0,21.0,8.0,,,1.0,,2.0,3.0,7.0,1.0,,,,1.0,1.0,1.0,
2021-03-27,,,,,2.0,,1.0,1.0,,,,1.0,7.0,,2.0,3.0,3.0,1.0,3.0,2.0,3.0,,1.0,6.0,3.0,12.0,9.0,6.0,,,,2.0,13.0,7.0,9.0,16.0,4.0,,1.0,1.0,2.0,4.0,3.0,6.0,,,,,,2.0,,
2021-03-28,,1.0,,1.0,,,2.0,,3.0,,,,8.0,,,6.0,4.0,,2.0,2.0,1.0,,2.0,10.0,4.0,8.0,5.0,6.0,,,,4.0,10.0,11.0,11.0,7.0,6.0,,,,1.0,1.0,2.0,8.0,,,,,1.0,1.0,1.0,
2021-03-29,1.0,3.0,,,,,1.0,1.0,5.0,1.0,,,3.0,,1.0,5.0,4.0,2.0,3.0,6.0,,,2.0,10.0,4.0,9.0,10.0,3.0,,,,7.0,21.0,11.0,19.0,13.0,3.0,,1.0,,,5.0,4.0,4.0,,,,,,,,
2021-03-30,,3.0,,,2.0,,1.0,,2.0,,,2.0,9.0,,1.0,3.0,3.0,,3.0,,,,1.0,7.0,4.0,12.0,14.0,5.0,,,,7.0,10.0,13.0,14.0,18.0,8.0,,1.0,,,2.0,3.0,7.0,2.0,,,,1.0,1.0,,
2021-03-31,,1.0,1.0,,,,1.0,,3.0,,,,6.0,,1.0,6.0,4.0,,2.0,2.0,3.0,,,11.0,6.0,10.0,11.0,6.0,,,,3.0,19.0,16.0,12.0,8.0,6.0,,1.0,,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,
2021-04-01,,1.0,,2.0,,,1.0,1.0,2.0,,,4.0,9.0,,1.0,7.0,3.0,1.0,4.0,3.0,1.0,,3.0,10.0,5.0,15.0,10.0,6.0,,,,1.0,16.0,12.0,29.0,21.0,4.0,,,,,1.0,1.0,2.0,,,,,,,,
2021-04-02,,1.0,,,,,,,9.0,,,2.0,3.0,,,6.0,5.0,1.0,5.0,1.0,1.0,,3.0,9.0,7.0,5.0,8.0,2.0,,,,4.0,8.0,9.0,14.0,17.0,5.0,,,1.0,1.0,5.0,2.0,8.0,,,,,,,,
2021-04-03,,3.0,,1.0,,,,1.0,6.0,,,3.0,8.0,,4.0,4.0,2.0,2.0,5.0,,,,3.0,13.0,5.0,5.0,12.0,5.0,,,,1.0,10.0,10.0,19.0,18.0,4.0,,,2.0,,3.0,,9.0,,,,,,1.0,,
2021-04-04,,1.0,,,,,,2.0,3.0,,,,6.0,,,5.0,1.0,1.0,3.0,1.0,,,2.0,4.0,4.0,5.0,12.0,1.0,,,,3.0,11.0,7.0,11.0,16.0,6.0,,,2.0,,1.0,1.0,2.0,,,,,,4.0,,
2021-04-05,1.0,,,,1.0,,1.0,1.0,3.0,,,,8.0,,,6.0,,2.0,5.0,1.0,1.0,,,7.0,6.0,12.0,6.0,6.0,,,,4.0,16.0,18.0,22.0,10.0,8.0,,,,,2.0,1.0,7.0,,,,,,2.0,,
2021-04-06,,,,,,,,,4.0,,,,7.0,,,6.0,,2.0,9.0,1.0,1.0,,3.0,6.0,7.0,12.0,17.0,5.0,,,,3.0,24.0,14.0,17.0,23.0,6.0,,,,,3.0,3.0,6.0,,,1.0,,,1.0,,
2021-04-07,2.0,,,,2.0,,1.0,1.0,,,,,14.0,,,5.0,,2.0,3.0,2.0,2.0,,,9.0,2.0,5.0,10.0,1.0,,,,3.0,12.0,9.0,17.0,16.0,5.0,2.0,,2.0,,2.0,4.0,4.0,1.0,,,,,2.0,,
2021-04-08,1.0,2.0,,,1.0,,,1.0,2.0,,,,7.0,,1.0,7.0,3.0,1.0,6.0,2.0,3.0,,,7.0,2.0,11.0,11.0,4.0,,,,3.0,19.0,5.0,18.0,11.0,5.0,2.0,,1.0,,4.0,2.0,6.0,,,,,1.0,1.0,,
2021-04-09,,,1.0,1.0,3.0,,2.0,3.0,2.0,,,,4.0,,1.0,3.0,2.0,1.0,5.0,3.0,,,1.0,8.0,5.0,6.0,14.0,5.0,,,,5.0,23.0,10.0,21.0,13.0,8.0,,,1.0,,5.0,4.0,5.0,,,,,,1.0,,
2021-04-10,,1.0,,,1.0,1.0,1.0,,2.0,1.0,,,5.0,,,4.0,2.0,,5.0,,5.0,,4.0,16.0,10.0,12.0,9.0,7.0,,,,4.0,9.0,10.0,19.0,15.0,6.0,,1.0,2.0,,8.0,,9.0,,,,,,3.0,,
2021-04-11,,,,1.0,2.0,,,4.0,4.0,,,4.0,6.0,1.0,,3.0,4.0,2.0,3.0,1.0,,,2.0,6.0,5.0,8.0,7.0,3.0,,,,3.0,17.0,9.0,10.0,11.0,3.0,,2.0,,1.0,7.0,4.0,10.0,,,,,,1.0,,
2021-04-12,1.0,1.0,,,1.0,,1.0,,1.0,,,1.0,10.0,,,5.0,,1.0,3.0,1.0,2.0,,2.0,8.0,5.0,5.0,8.0,4.0,,,,1.0,22.0,8.0,14.0,14.0,2.0,,,1.0,,3.0,1.0,4.0,,,,,,,,
2021-04-13,,,,,4.0,,,2.0,3.0,,1.0,2.0,6.0,,1.0,1.0,1.0,2.0,7.0,1.0,1.0,,,8.0,4.0,10.0,18.0,6.0,,,,5.0,18.0,6.0,23.0,21.0,3.0,,,1.0,,1.0,3.0,6.0,,,,,,,,
2021-04-14,2.0,3.0,,,,,,1.0,2.0,,,2.0,9.0,,2.0,6.0,5.0,2.0,6.0,,2.0,,1.0,8.0,3.0,5.0,13.0,4.0,,,,2.0,15.0,8.0,18.0,17.0,8.0,1.0,,1.0,,4.0,1.0,8.0,1.0,,,,2.0,,1.0,
2021-04-15,1.0,1.0,,,,,,,5.0,,,4.0,3.0,,1.0,5.0,1.0,,4.0,2.0,,,1.0,8.0,6.0,6.0,20.0,3.0,,,,4.0,10.0,10.0,16.0,19.0,5.0,,1.0,,,2.0,2.0,7.0,,,,,2.0,2.0,,
2021-04-16,,,,1.0,,,,1.0,1.0,1.0,,1.0,4.0,,,2.0,1.0,1.0,6.0,3.0,2.0,,2.0,7.0,9.0,7.0,9.0,3.0,,,,1.0,14.0,2.0,17.0,12.0,2.0,1.0,,1.0,,2.0,1.0,10.0,1.0,,,,1.0,1.0,,
2021-04-17,,1.0,,,2.0,,1.0,,3.0,,,1.0,13.0,,,1.0,,3.0,2.0,1.0,1.0,,1.0,4.0,3.0,8.0,4.0,6.0,,,,2.0,13.0,9.0,7.0,7.0,9.0,,1.0,,,5.0,1.0,8.0,1.0,,,,,1.0,,
2021-04-18,1.0,,,,2.0,,1.0,,,,,,8.0,,,4.0,2.0,1.0,1.0,,1.0,,,9.0,5.0,9.0,13.0,6.0,,,,6.0,20.0,9.0,16.0,17.0,4.0,,2.0,1.0,,5.0,3.0,4.0,,,,,,,,
2021-04-19,,2.0,,,1.0,,,,3.0,1.0,,2.0,6.0,,1.0,2.0,3.0,3.0,8.0,1.0,4.0,,2.0,6.0,6.0,11.0,15.0,4.0,,,,2.0,16.0,10.0,16.0,16.0,5.0,1.0,,,,7.0,,2.0,1.0,,,,,,,
2021-04-20,2.0,,,,1.0,,2.0,,6.0,,,,5.0,,1.0,5.0,2.0,1.0,1.0,2.0,,,3.0,9.0,7.0,8.0,6.0,3.0,,,,3.0,11.0,12.0,17.0,16.0,2.0,1.0,,,,6.0,,8.0,1.0,,,,1.0,,,
2021-04-21,1.0,,,,2.0,,,1.0,2.0,1.0,,,6.0,,1.0,4.0,,2.0,3.0,1.0,,,1.0,8.0,6.0,7.0,9.0,5.0,,,,2.0,21.0,10.0,16.0,11.0,1.0,,,1.0,,1.0,1.0,4.0,,,,,1.0,1.0,,
2021-04-22,,4.0,,,1.0,,,1.0,3.0,,,,6.0,,,7.0,1.0,3.0,7.0,4.0,1.0,,,6.0,7.0,5.0,18.0,2.0,,1.0,,2.0,22.0,2.0,16.0,20.0,5.0,1.0,1.0,,1.0,2.0,1.0,12.0,,,,,,3.0,1.0,
2021-04-23,,,,1.0,1.0,,,,7.0,2.0,,1.0,11.0,,1.0,5.0,1.0,1.0,1.0,3.0,2.0,,,8.0,2.0,7.0,10.0,3.0,,,,4.0,12.0,14.0,16.0,15.0,5.0,,,,1.0,5.0,1.0,4.0,,,,,,,,
2021-04-24,,,,1.0,,,,,4.0,,,1.0,8.0,,,7.0,2.0,6.0,9.0,5.0,2.0,,,18.0,5.0,9.0,12.0,7.0,,,,2.0,20.0,9.0,14.0,26.0,6.0,,1.0,,,6.0,5.0,4.0,,,,,1.0,1.0,,
2021-04-25,,1.0,,1.0,1.0,,2.0,,4.0,1.0,,2.0,8.0,,,2.0,4.0,2.0,1.0,1.0,3.0,,1.0,10.0,6.0,9.0,9.0,4.0,,,,6.0,15.0,14.0,17.0,20.0,3.0,,,,,2.0,1.0,3.0,,,,,1.0,,1.0,
2021-04-26,,,,1.0,2.0,,2.0,1.0,1.0,1.0,,,3.0,,,7.0,2.0,,6.0,4.0,2.0,,,11.0,4.0,9.0,9.0,2.0,,1.0,,3.0,14.0,8.0,18.0,20.0,6.0,1.0,1.0,2.0,,,,3.0,1.0,,,,,1.0,,
2021-04-27,,3.0,,1.0,1.0,,1.0,,3.0,1.0,,1.0,4.0,,1.0,4.0,1.0,2.0,5.0,2.0,3.0,,,13.0,7.0,13.0,11.0,11.0,,,,3.0,9.0,12.0,18.0,14.0,2.0,,,2.0,,7.0,2.0,9.0,1.0,,,,,,,
2021-04-28,2.0,,,,,,,1.0,6.0,2.0,,2.0,2.0,1.0,,2.0,3.0,5.0,3.0,1.0,1.0,,1.0,9.0,6.0,12.0,10.0,2.0,,,,4.0,19.0,15.0,13.0,12.0,2.0,,1.0,,,2.0,2.0,8.0,,,,,,,,
2021-04-29,,2.0,,,1.0,,2.0,,4.0,,,1.0,5.0,,2.0,2.0,,1.0,3.0,3.0,,,1.0,10.0,2.0,9.0,17.0,2.0,,,,8.0,9.0,7.0,12.0,17.0,6.0,,1.0,,,5.0,,3.0,1.0,,,,,2.0,,
2021-04-30,1.0,,,,,,1.0,,3.0,2.0,,,18.0,,1.0,6.0,4.0,,5.0,2.0,1.0,,,10.0,4.0,8.0,14.0,5.0,,,,1.0,17.0,6.0,21.0,13.0,6.0,,2.0,,2.0,4.0,2.0,1.0,,,,1.0,,,1.0,
2021-05-01,,1.0,,,3.0,,,1.0,3.0,,,1.0,4.0,,1.0,5.0,2.0,2.0,3.0,1.0,,1.0,2.0,8.0,7.0,10.0,15.0,5.0,,,,1.0,11.0,7.0,15.0,9.0,3.0,,,1.0,,2.0,3.0,11.0,1.0,,,,1.0,,,
2021-05-02,,1.0,,1.0,4.0,,1.0,3.0,2.0,,,2.0,3.0,,,5.0,2.0,,1.0,,2.0,,3.0,6.0,2.0,8.0,10.0,4.0,,,,3.0,12.0,9.0,14.0,6.0,3.0,,,,2.0,1.0,1.0,5.0,,,,,1.0,1.0,,
2021-05-03,,,,,1.0,,,,5.0,,,1.0,7.0,,,4.0,2.0,,8.0,1.0,1.0,,2.0,15.0,6.0,3.0,10.0,5.0,,,,4.0,20.0,5.0,7.0,14.0,4.0,,,4.0,1.0,1.0,1.0,5.0,1.0,,,,,1.0,,
